event_id,user_id,event_name,event_timestamp
E0000116,U00031,signup,2025-03-13 18:16:00
E0000117,U00031,email_verified,2025-03-13 18:22:00
E0000118,U00031,onboarding_start,2025-03-13 18:30:00
E0000119,U00032,landing_page,2025-01-02 13:00:00
E0000120,U00032,signup,2025-01-02 13:06:00
E0000121,U00032,email_verified,2025-01-02 13:07:00
E0000122,U00032,onboarding_start,2025-01-02 13:08:00
E0000123,U00033,landing_page,2025-02-10 18:00:00
E0000124,U00033,signup,2025-02-10 18:19:00
E0000125,U00033,email_verified,2025-02-10 18:27:00
E0000126,U00034,landing_page,2025-06-28 16:00:00
E0000127,U00034,signup,2025-06-28 16:04:00
E0000128,U00034,email_verified,2025-06-28 16:12:00
E0000129,U00034,onboarding_start,2025-06-28 16:18:00
E0000130,U00035,landing_page,2025-04-19 14:00:00
E0000131,U00035,signup,2025-04-19 14:13:00
E0000132,U00035,email_verified,2025-04-19 14:14:00
E0000133,U00035,onboarding_start,2025-04-19 14:20:00
E0000134,U00036,landing_page,2025-03-29 15:00:00
E0000135,U00036,signup,2025-03-29 15:02:00
E0000136,U00036,email_verified,2025-03-29 15:08:00
E0000137,U00036,onboarding_start,2025-03-29 15:22:00
E0000138,U00037,landing_page,2025-03-13 12:00:00
E0000139,U00037,signup,2025-03-13 12:09:00
E0000140,U00037,email_verified,2025-03-13 12:17:00
E0000141,U00038,landing_page,2025-02-09 08:00:00
E0000142,U00038,signup,2025-02-09 08:08:00
E0000143,U00038,email_verified,2025-02-09 08:15:00
E0000144,U00038,onboarding_start,2025-02-09 08:20:00
E0000145,U00038,onboarding_end,2025-02-09 09:01:00
E0000146,U00038,purchase,2025-02-09 09:35:00
E0000147,U00039,landing_page,2025-02-25 18:00:00
E0000148,U00039,signup,2025-02-25 18:20:00
E0000149,U00039,email_verified,2025-02-25 18:30:00
E0000150,U00039,onboarding_start,2025-02-25 18:32:00
E0000151,U00039,onboarding_end,2025-02-25 19:18:00
E0000152,U00040,landing_page,2025-03-28 16:00:00
E0000153,U00040,signup,2025-03-28 16:10:00
E0000154,U00040,email_verified,2025-03-28 16:11:00
E0000155,U00041,landing_page,2025-01-27 19:00:00
E0000156,U00041,signup,2025-01-27 19:10:00
E0000157,U00041,email_verified,2025-01-27 19:18:00
E0000158,U00041,onboarding_start,2025-01-27 19:25:00
E0000159,U00042,landing_page,2025-01-24 18:00:00
E0000160,U00042,signup,2025-01-24 18:12:00
E0000161,U00042,email_verified,2025-01-24 18:19:00
E0000162,U00042,onboarding_start,2025-01-24 18:30:00
E0000163,U00042,onboarding_end,2025-01-24 19:11:00
E0000164,U00042,purchase,2025-01-24 20:58:00
E0000165,U00043,landing_page,2025-04-08 08:00:00
E0000166,U00044,landing_page,2025-01-25 11:00:00
E0000167,U00044,signup,2025-01-25 11:15:00
E0000168,U00044,email_verified,2025-01-25 11:21:00
E0000169,U00044,onboarding_start,2025-01-25 11:25:00
E0000170,U00044,onboarding_end,2025-01-25 12:11:00
E0000171,U00045,landing_page,2025-04-02 19:00:00
E0000172,U00045,signup,2025-04-02 19:15:00
E0000173,U00046,landing_page,2025-03-30 11:00:00
E0000174,U00046,signup,2025-03-30 11:12:00
E0000175,U00046,email_verified,2025-03-30 11:14:00
E0000176,U00046,onboarding_start,2025-03-30 11:21:00
E0000177,U00047,landing_page,2025-06-04 17:00:00
E0000178,U00047,signup,2025-06-04 17:12:00
E0000179,U00047,email_verified,2025-06-04 17:16:00
E0000180,U00047,onboarding_start,2025-06-04 17:20:00
E0000181,U00048,landing_page,2025-03-09 08:00:00
E0000182,U00048,signup,2025-03-09 08:18:00
E0000183,U00048,email_verified,2025-03-09 08:20:00
E0000184,U00049,landing_page,2025-01-12 17:00:00
E0000185,U00049,signup,2025-01-12 17:05:00
E0000186,U00049,email_verified,2025-01-12 17:15:00
E0000187,U00049,onboarding_start,2025-01-12 17:16:00
E0000188,U00050,landing_page,2025-04-28 14:00:00
E0000189,U00050,signup,2025-04-28 14:04:00
E0000190,U00050,email_verified,2025-04-28 14:05:00
E0000191,U00051,landing_page,2025-05-18 15:00:00
E0000192,U00051,signup,2025-05-18 15:15:00
E0000193,U00051,email_verified,2025-05-18 15:16:00
E0000194,U00051,onboarding_start,2025-05-18 15:21:00
E0000195,U00052,landing_page,2025-02-01 14:00:00
E0000196,U00052,signup,2025-02-01 14:15:00
E0000197,U00052,email_verified,2025-02-01 14:25:00
E0000198,U00053,landing_page,2025-04-07 17:00:00
E0000199,U00053,signup,2025-04-07 17:14:00
E0000200,U00053,email_verified,2025-04-07 17:21:00
E0000201,U00054,landing_page,2025-01-21 17:00:00
E0000202,U00054,signup,2025-01-21 17:02:00
E0000203,U00054,email_verified,2025-01-21 17:08:00
E0000204,U00054,onboarding_start,2025-01-21 17:10:00
E0000205,U00054,onboarding_end,2025-01-21 17:58:00
E0000206,U00055,landing_page,2025-05-22 17:00:00
E0000207,U00055,signup,2025-05-22 17:08:00
E0000208,U00056,landing_page,2025-03-17 10:00:00
E0000209,U00056,signup,2025-03-17 10:10:00
E0000210,U00056,email_verified,2025-03-17 10:18:00
E0000211,U00057,landing_page,2025-06-10 15:00:00
E0000212,U00057,signup,2025-06-10 15:06:00
E0000213,U00057,email_verified,2025-06-10 15:07:00
E0000214,U00057,onboarding_start,2025-06-10 15:17:00
E0000215,U00057,onboarding_end,2025-06-10 16:08:00
E0000216,U00058,landing_page,2025-06-08 12:00:00
E0000217,U00058,signup,2025-06-08 12:19:00
E0000218,U00058,email_verified,2025-06-08 12:22:00
E0000219,U00058,onboarding_start,2025-06-08 12:32:00
E0000220,U00058,onboarding_end,2025-06-08 13:05:00
E0000221,U00059,landing_page,2025-04-03 16:00:00
E0000222,U00059,signup,2025-04-03 16:06:00
E0000223,U00059,email_verified,2025-04-03 16:15:00
E0000224,U00060,landing_page,2025-05-28 16:00:00
E0000225,U00061,landing_page,2025-02-19 14:00:00
E0000226,U00061,signup,2025-02-19 14:08:00
E0000227,U00061,email_verified,2025-02-19 14:12:00
E0000228,U00062,landing_page,2025-06-30 13:00:00
E0000229,U00062,signup,2025-06-30 13:17:00
E0000230,U00062,email_verified,2025-06-30 13:25:00
E0000231,U00062,onboarding_start,2025-06-30 13:31:00
E0000232,U00063,landing_page,2025-01-18 17:00:00
E0000233,U00064,landing_page,2025-01-12 17:00:00
E0000234,U00064,signup,2025-01-12 17:12:00
E0000235,U00064,email_verified,2025-01-12 17:20:00
E0000236,U00065,landing_page,2025-06-19 08:00:00
E0000237,U00065,signup,2025-06-19 08:02:00
E0000238,U00065,email_verified,2025-06-19 08:06:00
E0000239,U00065,onboarding_start,2025-06-19 08:10:00
E0000240,U00065,onboarding_end,2025-06-19 09:07:00
E0000241,U00066,landing_page,2025-02-28 13:00:00
E0000242,U00066,signup,2025-02-28 13:14:00
E0000243,U00066,email_verified,2025-02-28 13:17:00
E0000244,U00067,landing_page,2025-03-16 08:00:00
E0000245,U00067,signup,2025-03-16 08:04:00
E0000246,U00067,email_verified,2025-03-16 08:13:00
E0000247,U00067,onboarding_start,2025-03-16 08:18:00
E0000248,U00067,onboarding_end,2025-03-16 09:08:00
E0000249,U00068,landing_page,2025-01-21 20:00:00
E0000250,U00068,signup,2025-01-21 20:02:00
E0000251,U00068,email_verified,2025-01-21 20:07:00
E0000252,U00068,onboarding_start,2025-01-21 20:22:00
E0000253,U00068,onboarding_end,2025-01-21 20:43:00
E0000254,U00068,purchase,2025-01-21 22:03:00
E0000255,U00069,landing_page,2025-03-01 11:00:00
E0000256,U00069,signup,2025-03-01 11:02:00
E0000257,U00069,email_verified,2025-03-01 11:07:00
E0000258,U00070,landing_page,2025-01-26 08:00:00
E0000259,U00070,signup,2025-01-26 08:06:00
E0000260,U00070,email_verified,2025-01-26 08:08:00
E0000261,U00070,onboarding_start,2025-01-26 08:12:00
E0000262,U00070,onboarding_end,2025-01-26 08:37:00
E0000263,U00070,purchase,2025-01-26 09:34:00
E0000264,U00071,landing_page,2025-04-08 18:00:00
E0000265,U00071,signup,2025-04-08 18:18:00
E0000266,U00072,landing_page,2025-03-13 17:00:00
E0000267,U00073,landing_page,2025-04-27 19:00:00
E0000268,U00073,signup,2025-04-27 19:06:00
E0000269,U00073,email_verified,2025-04-27 19:09:00
E0000270,U00074,landing_page,2025-06-12 11:00:00
E0000271,U00074,signup,2025-06-12 11:13:00
E0000272,U00074,email_verified,2025-06-12 11:20:00
E0000273,U00075,landing_page,2025-04-04 11:00:00
E0000274,U00076,landing_page,2025-02-11 20:00:00
E0000275,U00076,signup,2025-02-11 20:08:00
E0000276,U00076,email_verified,2025-02-11 20:13:00
E0000277,U00077,landing_page,2025-04-05 13:00:00
E0000278,U00077,signup,2025-04-05 13:10:00
E0000279,U00077,email_verified,2025-04-05 13:19:00
E0000280,U00078,landing_page,2025-04-01 15:00:00
E0000281,U00078,signup,2025-04-01 15:04:00
E0000282,U00078,email_verified,2025-04-01 15:14:00
E0000283,U00078,onboarding_start,2025-04-01 15:23:00
E0000284,U00078,onboarding_end,2025-04-01 16:14:00
E0000285,U00079,landing_page,2025-02-23 13:00:00
E0000286,U00079,signup,2025-02-23 13:16:00
E0000287,U00079,email_verified,2025-02-23 13:22:00
E0000288,U00079,onboarding_start,2025-02-23 13:30:00
E0000289,U00080,landing_page,2025-06-21 15:00:00
E0000290,U00080,signup,2025-06-21 15:20:00
E0000291,U00080,email_verified,2025-06-21 15:30:00
E0000292,U00080,onboarding_start,2025-06-21 15:34:00
E0000293,U00080,onboarding_end,2025-06-21 15:56:00
E0000294,U00080,purchase,2025-06-21 16:36:00
E0000295,U00081,landing_page,2025-03-10 14:00:00
E0000296,U00081,signup,2025-03-10 14:15:00
E0000297,U00081,email_verified,2025-03-10 14:25:00
E0000298,U00081,onboarding_start,2025-03-10 14:39:00
E0000299,U00081,onboarding_end,2025-03-10 15:24:00
E0000300,U00081,purchase,2025-03-10 17:10:00
E0000301,U00082,landing_page,2025-06-29 09:00:00
E0000302,U00082,signup,2025-06-29 09:18:00
E0000303,U00082,email_verified,2025-06-29 09:28:00
E0000304,U00082,onboarding_start,2025-06-29 09:37:00
E0000305,U00083,landing_page,2025-06-24 14:00:00
E0000306,U00083,signup,2025-06-24 14:15:00
E0000307,U00083,email_verified,2025-06-24 14:23:00
E0000308,U00083,onboarding_start,2025-06-24 14:30:00
E0000309,U00083,onboarding_end,2025-06-24 15:08:00
E0000310,U00083,purchase,2025-06-24 16:40:00
E0000311,U00084,landing_page,2025-06-15 09:00:00
E0000312,U00084,signup,2025-06-15 09:04:00
E0000313,U00084,email_verified,2025-06-15 09:13:00
E0000314,U00084,onboarding_start,2025-06-15 09:24:00
E0000315,U00084,onboarding_end,2025-06-15 09:51:00
E0000316,U00085,landing_page,2025-01-19 09:00:00
E0000317,U00085,signup,2025-01-19 09:13:00
E0000318,U00085,email_verified,2025-01-19 09:17:00
E0000319,U00085,onboarding_start,2025-01-19 09:28:00
E0000320,U00085,onboarding_end,2025-01-19 09:57:00
E0000321,U00086,landing_page,2025-06-05 20:00:00
E0000322,U00086,signup,2025-06-05 20:10:00
E0000323,U00086,email_verified,2025-06-05 20:20:00
E0000324,U00087,landing_page,2025-06-12 20:00:00
E0000325,U00087,signup,2025-06-12 20:19:00
E0000326,U00088,landing_page,2025-02-13 08:00:00
E0000327,U00088,signup,2025-02-13 08:11:00
E0000328,U00088,email_verified,2025-02-13 08:18:00
E0000329,U00089,landing_page,2025-05-17 17:00:00
E0000330,U00089,signup,2025-05-17 17:02:00
E0000331,U00089,email_verified,2025-05-17 17:11:00
E0000332,U00090,landing_page,2025-03-04 10:00:00
E0000333,U00091,landing_page,2025-02-11 11:00:00
E0000334,U00091,signup,2025-02-11 11:08:00
E0000335,U00091,email_verified,2025-02-11 11:17:00
E0000336,U00091,onboarding_start,2025-02-11 11:26:00
E0000337,U00092,landing_page,2025-04-29 19:00:00
E0000338,U00092,signup,2025-04-29 19:12:00
E0000339,U00092,email_verified,2025-04-29 19:18:00
E0000340,U00093,landing_page,2025-04-08 14:00:00
E0000341,U00093,signup,2025-04-08 14:15:00
E0000342,U00093,email_verified,2025-04-08 14:23:00
E0000343,U00094,landing_page,2025-03-11 08:00:00
E0000344,U00094,signup,2025-03-11 08:20:00
E0000345,U00094,email_verified,2025-03-11 08:25:00
E0000346,U00095,landing_page,2025-06-13 08:00:00
E0000347,U00095,signup,2025-06-13 08:13:00
E0000348,U00095,email_verified,2025-06-13 08:20:00
E0000349,U00095,onboarding_start,2025-06-13 08:33:00
E0000350,U00095,onboarding_end,2025-06-13 09:32:00
E0000351,U00096,landing_page,2025-06-26 12:00:00
E0000352,U00096,signup,2025-06-26 12:02:00
E0000353,U00096,email_verified,2025-06-26 12:03:00
E0000354,U00097,landing_page,2025-05-23 10:00:00
E0000355,U00098,landing_page,2025-02-26 13:00:00
E0000356,U00098,signup,2025-02-26 13:20:00
E0000357,U00098,email_verified,2025-02-26 13:27:00
E0000358,U00098,onboarding_start,2025-02-26 13:34:00
E0000359,U00098,onboarding_end,2025-02-26 14:08:00
E0000360,U00098,purchase,2025-02-26 14:31:00
E0000361,U00099,landing_page,2025-06-25 13:00:00
E0000362,U00099,signup,2025-06-25 13:16:00
E0000363,U00099,email_verified,2025-06-25 13:21:00
E0000364,U00099,onboarding_start,2025-06-25 13:23:00
E0000365,U00100,landing_page,2025-03-25 10:00:00
E0000366,U00100,signup,2025-03-25 10:17:00
E0000367,U00100,email_verified,2025-03-25 10:21:00
E0000368,U00100,onboarding_start,2025-03-25 10:28:00
E0000369,U00100,onboarding_end,2025-03-25 10:52:00
E0000370,U00100,purchase,2025-03-25 12:09:00
E0000371,U00101,landing_page,2025-01-15 09:00:00
E0000372,U00101,signup,2025-01-15 09:13:00
E0000373,U00101,email_verified,2025-01-15 09:16:00
E0000374,U00101,onboarding_start,2025-01-15 09:31:00
E0000375,U00101,onboarding_end,2025-01-15 09:51:00
E0000376,U00102,landing_page,2025-02-28 10:00:00
E0000377,U00102,signup,2025-02-28 10:17:00
E0000378,U00102,email_verified,2025-02-28 10:24:00
E0000379,U00103,landing_page,2025-01-09 11:00:00
E0000380,U00103,signup,2025-01-09 11:08:00
E0000381,U00103,email_verified,2025-01-09 11:16:00
E0000382,U00103,onboarding_start,2025-01-09 11:26:00
E0000383,U00104,landing_page,2025-03-22 17:00:00
E0000384,U00104,signup,2025-03-22 17:16:00
E0000385,U00104,email_verified,2025-03-22 17:17:00
E0000386,U00105,landing_page,2025-04-13 15:00:00
E0000387,U00105,signup,2025-04-13 15:14:00
E0000388,U00105,email_verified,2025-04-13 15:18:00
E0000389,U00105,onboarding_start,2025-04-13 15:33:00
E0000390,U00105,onboarding_end,2025-04-13 16:14:00
E0000391,U00105,purchase,2025-04-13 17:37:00
E0000392,U00106,landing_page,2025-03-10 08:00:00
E0000393,U00106,signup,2025-03-10 08:11:00
E0000394,U00106,email_verified,2025-03-10 08:19:00
E0000395,U00106,onboarding_start,2025-03-10 08:33:00
E0000396,U00107,landing_page,2025-01-17 12:00:00
E0000397,U00107,signup,2025-01-17 12:07:00
E0000398,U00107,email_verified,2025-01-17 12:10:00
E0000399,U00108,landing_page,2025-02-24 19:00:00
E0000400,U00108,signup,2025-02-24 19:14:00
E0000401,U00109,landing_page,2025-05-26 10:00:00
E0000402,U00109,signup,2025-05-26 10:05:00
E0000403,U00109,email_verified,2025-05-26 10:06:00
E0000404,U00109,onboarding_start,2025-05-26 10:20:00
E0000405,U00109,onboarding_end,2025-05-26 11:10:00
E0000406,U00110,landing_page,2025-03-22 18:00:00
E0000407,U00111,landing_page,2025-02-24 19:00:00
E0000408,U00111,signup,2025-02-24 19:08:00
E0000409,U00112,landing_page,2025-06-17 14:00:00
E0000410,U00113,landing_page,2025-05-08 16:00:00
E0000411,U00113,signup,2025-05-08 16:13:00
E0000412,U00113,email_verified,2025-05-08 16:15:00
E0000413,U00113,onboarding_start,2025-05-08 16:28:00
E0000414,U00113,onboarding_end,2025-05-08 17:06:00
E0000415,U00113,purchase,2025-05-08 17:42:00
E0000416,U00114,landing_page,2025-04-12 16:00:00
E0000417,U00114,signup,2025-04-12 16:02:00
E0000418,U00114,email_verified,2025-04-12 16:10:00
E0000419,U00114,onboarding_start,2025-04-12 16:22:00
E0000420,U00114,onboarding_end,2025-04-12 16:44:00
E0000421,U00114,purchase,2025-04-12 16:55:00
E0000422,U00115,landing_page,2025-06-14 12:00:00
E0000423,U00115,signup,2025-06-14 12:06:00
E0000424,U00115,email_verified,2025-06-14 12:14:00
E0000425,U00115,onboarding_start,2025-06-14 12:16:00
E0000426,U00115,onboarding_end,2025-06-14 13:08:00
E0000427,U00115,purchase,2025-06-14 14:14:00
E0000428,U00116,landing_page,2025-04-28 10:00:00
E0000429,U00116,signup,2025-04-28 10:10:00
E0000430,U00116,email_verified,2025-04-28 10:13:00
E0000431,U00117,landing_page,2025-02-06 17:00:00
E0000432,U00117,signup,2025-02-06 17:11:00
E0000433,U00117,email_verified,2025-02-06 17:18:00
E0000434,U00117,onboarding_start,2025-02-06 17:29:00
E0000435,U00118,landing_page,2025-03-09 18:00:00
E0000436,U00118,signup,2025-03-09 18:16:00
E0000437,U00118,email_verified,2025-03-09 18:20:00
E0000438,U00119,landing_page,2025-02-05 18:00:00
E0000439,U00119,signup,2025-02-05 18:16:00
E0000440,U00119,email_verified,2025-02-05 18:25:00
E0000441,U00119,onboarding_start,2025-02-05 18:37:00
E0000442,U00120,landing_page,2025-03-05 09:00:00
E0000443,U00120,signup,2025-03-05 09:11:00
E0000444,U00120,email_verified,2025-03-05 09:21:00
E0000445,U00120,onboarding_start,2025-03-05 09:34:00
E0000446,U00120,onboarding_end,2025-03-05 09:56:00
E0000447,U00121,landing_page,2025-05-24 13:00:00
E0000448,U00122,landing_page,2025-05-18 11:00:00
E0000449,U00122,signup,2025-05-18 11:15:00
E0000450,U00122,email_verified,2025-05-18 11:16:00
E0000451,U00122,onboarding_start,2025-05-18 11:20:00
E0000452,U00123,landing_page,2025-03-09 09:00:00
E0000453,U00123,signup,2025-03-09 09:05:00
E0000454,U00123,email_verified,2025-03-09 09:08:00
E0000455,U00124,landing_page,2025-05-30 08:00:00
E0000456,U00124,signup,2025-05-30 08:05:00
E0000457,U00124,email_verified,2025-05-30 08:11:00
E0000458,U00124,onboarding_start,2025-05-30 08:15:00
E0000459,U00125,landing_page,2025-04-20 16:00:00
E0000460,U00125,signup,2025-04-20 16:15:00
E0000461,U00125,email_verified,2025-04-20 16:19:00
E0000462,U00125,onboarding_start,2025-04-20 16:25:00
E0000463,U00125,onboarding_end,2025-04-20 17:00:00
E0000464,U00126,landing_page,2025-05-30 08:00:00
E0000465,U00126,signup,2025-05-30 08:16:00
E0000466,U00126,email_verified,2025-05-30 08:21:00
E0000467,U00126,onboarding_start,2025-05-30 08:27:00
E0000468,U00126,onboarding_end,2025-05-30 08:50:00
E0000469,U00126,purchase,2025-05-30 10:38:00
E0000470,U00127,landing_page,2025-04-13 17:00:00
E0000471,U00127,signup,2025-04-13 17:05:00
E0000472,U00127,email_verified,2025-04-13 17:15:00
E0000473,U00127,onboarding_start,2025-04-13 17:17:00
E0000474,U00127,onboarding_end,2025-04-13 18:07:00
E0000475,U00128,landing_page,2025-04-03 18:00:00
E0000476,U00129,landing_page,2025-02-26 20:00:00
E0000477,U00129,signup,2025-02-26 20:12:00
E0000478,U00129,email_verified,2025-02-26 20:18:00
E0000479,U00130,landing_page,2025-02-05 18:00:00
E0000480,U00130,signup,2025-02-05 18:12:00
E0000481,U00130,email_verified,2025-02-05 18:22:00
E0000482,U00130,onboarding_start,2025-02-05 18:31:00
E0000483,U00131,landing_page,2025-05-11 11:00:00
E0000484,U00131,signup,2025-05-11 11:02:00
E0000485,U00131,email_verified,2025-05-11 11:12:00
E0000486,U00132,landing_page,2025-05-07 09:00:00
E0000487,U00132,signup,2025-05-07 09:15:00
E0000488,U00132,email_verified,2025-05-07 09:25:00
E0000489,U00132,onboarding_start,2025-05-07 09:28:00
E0000490,U00132,onboarding_end,2025-05-07 09:56:00
E0000491,U00132,purchase,2025-05-07 10:54:00
E0000492,U00133,landing_page,2025-01-24 11:00:00
E0000493,U00133,signup,2025-01-24 11:09:00
E0000494,U00134,landing_page,2025-01-13 17:00:00
E0000495,U00135,landing_page,2025-01-29 15:00:00
E0000496,U00135,signup,2025-01-29 15:12:00
E0000497,U00135,email_verified,2025-01-29 15:18:00
E0000498,U00135,onboarding_start,2025-01-29 15:31:00
E0000499,U00135,onboarding_end,2025-01-29 16:31:00
E0000500,U00136,landing_page,2025-02-09 18:00:00
E0000501,U00136,signup,2025-02-09 18:02:00
E0000502,U00136,email_verified,2025-02-09 18:08:00
E0000503,U00136,onboarding_start,2025-02-09 18:12:00
E0000504,U00136,onboarding_end,2025-02-09 19:04:00
E0000505,U00137,landing_page,2025-06-10 20:00:00
E0000506,U00137,signup,2025-06-10 20:09:00
E0000507,U00137,email_verified,2025-06-10 20:16:00
E0000508,U00137,onboarding_start,2025-06-10 20:19:00
E0000509,U00137,onboarding_end,2025-06-10 20:29:00
E0000510,U00137,purchase,2025-06-10 21:41:00
E0000511,U00138,landing_page,2025-02-10 09:00:00
E0000512,U00139,landing_page,2025-06-24 08:00:00
E0000513,U00139,signup,2025-06-24 08:06:00
E0000514,U00140,landing_page,2025-04-19 10:00:00
E0000515,U00140,signup,2025-04-19 10:20:00
E0000516,U00140,email_verified,2025-04-19 10:24:00
E0000517,U00140,onboarding_start,2025-04-19 10:26:00
